# y+ ()       
# Time        	patch         	min           	max           	average       
30.9          	actuatorSlot_bottom	1.062808e+00	1.248803e+00	1.170074e+00
31.2          	bodyWall	1.226817e-01	3.871121e+00	1.260422e+00
31.2          	actuatorSlot_top	1.055510e+00	1.242345e+00	1.161913e+00
31.2          	actuatorSlot_bottom	1.055568e+00	1.242308e+00	1.161942e+00
31.5          	bodyWall	5.200182e-02	3.867937e+00	1.255359e+00
31.5          	actuatorSlot_top	1.048897e+00	1.236098e+00	1.155070e+00
31.5          	actuatorSlot_bottom	1.048945e+00	1.236059e+00	1.155095e+00
31.8          	bodyWall	5.193861e-02	3.870489e+00	1.246939e+00
31.8          	actuatorSlot_top	1.050423e+00	1.236863e+00	1.157612e+00
31.8          	actuatorSlot_bottom	1.050455e+00	1.236813e+00	1.157617e+00
32.1          	bodyWall	1.189265e-01	3.878715e+00	1.235262e+00
32.1          	actuatorSlot_top	1.062641e+00	1.245480e+00	1.170642e+00
32.1          	actuatorSlot_bottom	1.062628e+00	1.245389e+00	1.170595e+00
32.4          	bodyWall	4.526258e-02	3.888257e+00	1.229865e+00
32.4          	actuatorSlot_top	1.080698e+00	1.257806e+00	1.188044e+00
32.4          	actuatorSlot_bottom	1.080612e+00	1.257659e+00	1.187922e+00
32.7          	bodyWall	9.481196e-02	3.893300e+00	1.234576e+00
32.7          	actuatorSlot_top	1.092494e+00	1.267124e+00	1.199191e+00
32.7          	actuatorSlot_bottom	1.092317e+00	1.266895e+00	1.198973e+00
33            	bodyWall	6.170858e-02	3.891143e+00	1.236762e+00
33            	actuatorSlot_top	1.090305e+00	1.268305e+00	1.197728e+00
33            	actuatorSlot_bottom	1.090080e+00	1.268007e+00	1.197447e+00
33.3          	bodyWall	2.658270e-02	3.882844e+00	1.242594e+00
33.3          	actuatorSlot_top	1.077833e+00	1.260883e+00	1.185468e+00
33.3          	actuatorSlot_bottom	1.077606e+00	1.260537e+00	1.185161e+00
33.6          	bodyWall	7.913181e-02	3.872012e+00	1.248954e+00
33.6          	actuatorSlot_top	1.061451e+00	1.247357e+00	1.167887e+00
33.6          	actuatorSlot_bottom	1.061277e+00	1.247025e+00	1.167623e+00
33.9          	bodyWall	5.935711e-02	3.862831e+00	1.251992e+00
33.9          	actuatorSlot_top	1.048250e+00	1.234220e+00	1.152833e+00
33.9          	actuatorSlot_bottom	1.048127e+00	1.233929e+00	1.152628e+00
34.2          	bodyWall	1.366415e-01	3.856937e+00	1.257415e+00
34.2          	actuatorSlot_top	1.042095e+00	1.226654e+00	1.145259e+00
34.2          	actuatorSlot_bottom	1.042023e+00	1.226413e+00	1.145116e+00
34.5          	bodyWall	6.298467e-02	3.852027e+00	1.261221e+00
34.5          	actuatorSlot_top	1.040550e+00	1.222944e+00	1.142114e+00
34.5          	actuatorSlot_bottom	1.040512e+00	1.222740e+00	1.142015e+00
34.8          	bodyWall	1.021868e-01	3.844256e+00	1.266585e+00
34.8          	actuatorSlot_top	1.037361e+00	1.216802e+00	1.135663e+00
34.8          	actuatorSlot_bottom	1.037340e+00	1.216619e+00	1.135588e+00
35.1          	bodyWall	1.024357e-01	3.832742e+00	1.267947e+00
35.1          	actuatorSlot_top	1.029303e+00	1.204555e+00	1.122267e+00
35.1          	actuatorSlot_bottom	1.029268e+00	1.204375e+00	1.122195e+00
35.4          	bodyWall	5.946738e-02	3.820620e+00	1.263153e+00
35.4          	actuatorSlot_top	1.020072e+00	1.189450e+00	1.106832e+00
35.4          	actuatorSlot_bottom	1.020036e+00	1.189308e+00	1.106788e+00
35.7          	bodyWall	2.528613e-02	3.811943e+00	1.263131e+00
35.7          	actuatorSlot_top	1.011840e+00	1.177006e+00	1.094836e+00
35.7          	actuatorSlot_bottom	1.011820e+00	1.176898e+00	1.094823e+00
36            	bodyWall	9.322070e-02	3.809285e+00	1.263434e+00
36            	actuatorSlot_top	1.007928e+00	1.173029e+00	1.091796e+00
36            	actuatorSlot_bottom	1.007913e+00	1.172960e+00	1.091815e+00
36.3          	bodyWall	1.312072e-01	3.811420e+00	1.262923e+00
