# y+ ()       
# Time        	patch         	min           	max           	average       
89.4          	bodyWall	4.870752e-02	3.220748e+00	1.059620e+00
89.7          	bodyWall	4.412941e-02	3.162948e+00	1.053636e+00
90            	bodyWall	8.420960e-02	3.120662e+00	1.052845e+00
90.3          	bodyWall	5.719786e-02	3.079734e+00	1.061002e+00
90.6          	bodyWall	6.194893e-02	3.052315e+00	1.056752e+00
90.9          	bodyWall	5.636164e-02	3.015846e+00	1.048618e+00
91.2          	bodyWall	1.013543e-01	3.034757e+00	1.035653e+00
91.5          	bodyWall	7.659212e-02	3.072143e+00	1.023863e+00
91.8          	bodyWall	1.048466e-01	3.115147e+00	1.014955e+00
92.1          	bodyWall	6.419268e-02	3.158875e+00	1.022900e+00
92.4          	bodyWall	4.301539e-02	3.196413e+00	1.059973e+00
92.7          	bodyWall	2.730135e-02	3.280118e+00	1.155779e+00
93            	bodyWall	1.159875e-01	3.871166e+00	1.316410e+00
93.3          	bodyWall	8.153366e-02	4.967423e+00	1.449913e+00
93.6          	bodyWall	1.317645e-01	5.490716e+00	1.693623e+00
93.9          	bodyWall	8.470114e-02	5.670793e+00	1.789415e+00
94.2          	bodyWall	1.273749e-01	5.554877e+00	1.760987e+00
94.5          	bodyWall	1.107243e-01	5.069224e+00	1.714819e+00
94.8          	bodyWall	1.343124e-01	4.134537e+00	1.574287e+00
95.1          	bodyWall	1.451551e-01	3.501928e+00	1.300269e+00
95.4          	bodyWall	8.421942e-02	3.312677e+00	1.124137e+00
95.7          	bodyWall	5.599432e-02	3.368818e+00	1.103614e+00
96            	bodyWall	4.377394e-02	3.364846e+00	1.113453e+00
96.3          	bodyWall	5.413092e-02	3.162330e+00	1.112347e+00
96.6          	bodyWall	9.018407e-02	3.107378e+00	1.109455e+00
96.9          	bodyWall	8.041029e-02	3.042701e+00	1.077956e+00
97.2          	bodyWall	1.046432e-01	3.046798e+00	1.058177e+00
97.5          	bodyWall	5.471811e-02	3.051572e+00	1.056665e+00
97.8          	bodyWall	5.835236e-02	3.120937e+00	1.069949e+00
98.1          	bodyWall	5.278081e-02	3.212882e+00	1.065573e+00
98.4          	bodyWall	4.098809e-02	3.325586e+00	1.147298e+00
98.7          	bodyWall	7.394714e-02	3.463269e+00	1.236078e+00
99            	bodyWall	3.914618e-02	4.823957e+00	1.441844e+00
99.3          	bodyWall	6.873377e-02	5.098995e+00	1.467645e+00
99.6          	bodyWall	6.186697e-02	5.351666e+00	1.652901e+00
99.9          	bodyWall	6.583039e-02	5.293336e+00	1.682000e+00
100.2         	bodyWall	2.802133e-02	4.893898e+00	1.624568e+00
100.5         	bodyWall	7.187377e-02	4.158001e+00	1.503674e+00
100.8         	bodyWall	7.491004e-02	3.516013e+00	1.299621e+00
101.1         	bodyWall	1.185065e-01	3.339797e+00	1.177215e+00
101.4         	bodyWall	6.510865e-02	3.234854e+00	1.068128e+00
101.7         	bodyWall	6.535888e-02	3.181716e+00	1.049427e+00
102           	bodyWall	8.508229e-02	3.111387e+00	1.041805e+00
102.3         	bodyWall	6.145415e-02	3.058964e+00	1.043162e+00
102.6         	bodyWall	6.454044e-02	3.023540e+00	1.038501e+00
