# Force coefficients
# liftDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 1.000000e+00)
# magUInf     : 4.000000e-01
# lRef        : 1.000000e+00
# Aref        : 1.000000e-01
# CofR        : (5.000000e-01 0.000000e+00 5.000000e-02)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
19.5          	4.141348e-03	1.194861e+00	-2.183605e-02	-6.776678e-03	-1.505937e-02
19.8          	5.112854e-04	9.367781e-01	-3.820084e-02	-1.858914e-02	-1.961171e-02
20.1          	8.068711e-03	7.182337e-01	-2.487925e-02	-4.370915e-03	-2.050834e-02
20.4          	7.039140e-03	5.466686e-01	-2.361452e-02	-4.768122e-03	-1.884640e-02
20.7          	3.209278e-03	4.408599e-01	-2.433833e-02	-8.959889e-03	-1.537844e-02
21            	1.077916e-03	3.919033e-01	-2.168750e-02	-9.765833e-03	-1.192166e-02
21.3          	-4.519892e-04	3.727559e-01	-1.846158e-02	-9.682778e-03	-8.778799e-03
21.6          	6.359878e-04	3.583377e-01	-2.489138e-02	-1.180970e-02	-1.308168e-02
21.9          	1.927921e-04	3.527311e-01	-2.590600e-02	-1.276021e-02	-1.314579e-02
22.2          	-3.441402e-04	3.482320e-01	-3.256142e-02	-1.662485e-02	-1.593657e-02
22.5          	-2.748344e-04	3.897865e-01	-3.244489e-02	-1.649728e-02	-1.594761e-02
22.8          	1.727144e-03	4.776199e-01	-3.039346e-02	-1.346959e-02	-1.692388e-02
23.1          	4.162258e-03	6.451458e-01	-2.536095e-02	-8.518218e-03	-1.684274e-02
23.4          	5.833050e-03	9.017947e-01	-1.854886e-02	-3.441382e-03	-1.510748e-02
23.7          	-8.021695e-04	1.165910e+00	-2.735358e-02	-1.447896e-02	-1.287462e-02
24            	4.515810e-04	1.365633e+00	-1.794357e-02	-8.520206e-03	-9.423368e-03
24.3          	-2.253362e-03	1.388049e+00	-1.049473e-02	-7.500729e-03	-2.994004e-03
24.6          	-4.438389e-03	1.359009e+00	-1.332077e-02	-1.109877e-02	-2.221994e-03
24.9          	-1.017275e-02	1.330081e+00	-1.251361e-02	-1.642956e-02	3.915947e-03
25.2          	-8.411526e-03	1.289313e+00	-7.380399e-03	-1.210173e-02	4.721326e-03
25.5          	-5.014814e-03	1.236813e+00	1.013506e-02	5.271751e-05	1.008235e-02
25.8          	3.292920e-03	1.133935e+00	4.071095e-02	2.364839e-02	1.706255e-02
26.1          	3.969413e-04	7.716085e-01	4.731316e-02	2.405352e-02	2.325964e-02
26.4          	-2.285996e-03	6.455108e-01	4.882178e-02	2.212490e-02	2.669689e-02
26.7          	-4.006427e-03	6.343283e-01	5.378714e-02	2.288714e-02	3.090000e-02
27            	-7.198524e-03	6.430837e-01	5.132106e-02	1.846201e-02	3.285905e-02
27.3          	-8.549014e-03	6.311763e-01	5.306462e-02	1.798329e-02	3.508132e-02
27.6          	-9.254660e-03	5.971020e-01	5.362427e-02	1.755747e-02	3.606679e-02
27.9          	-1.014851e-02	5.569056e-01	5.567720e-02	1.769009e-02	3.798711e-02
28.2          	-1.037479e-02	5.291507e-01	5.701554e-02	1.813298e-02	3.888256e-02
28.5          	-1.017150e-02	5.244201e-01	5.391462e-02	1.678581e-02	3.712880e-02
28.8          	-1.095129e-02	5.438152e-01	4.621850e-02	1.215796e-02	3.406054e-02
29.1          	-1.275353e-02	5.951234e-01	4.018442e-02	7.338683e-03	3.284574e-02
29.4          	-1.707208e-02	6.957079e-01	4.052282e-02	3.189331e-03	3.733349e-02
29.7          	-2.289249e-02	8.722755e-01	4.837585e-02	1.295436e-03	4.708041e-02
30            	-2.608582e-02	1.089044e+00	6.236586e-02	5.097109e-03	5.726876e-02
30.3          	-2.585321e-02	1.230599e+00	7.320276e-02	1.074817e-02	6.245459e-02
30.6          	-1.809076e-02	1.197890e+00	9.722605e-02	3.052227e-02	6.670378e-02
30.9          	-1.825204e-02	1.102573e+00	9.817228e-02	3.083410e-02	6.733818e-02
31.2          	-6.361503e-03	9.690965e-01	1.166160e-01	5.194651e-02	6.466952e-02
31.5          	-7.472112e-03	8.378365e-01	1.144524e-01	4.975407e-02	6.469829e-02
31.8          	-3.511488e-03	7.571474e-01	1.209202e-01	5.694863e-02	6.397161e-02
32.1          	-3.620224e-03	6.865470e-01	1.218118e-01	5.728569e-02	6.452614e-02
32.4          	-2.384058e-03	6.352469e-01	1.285780e-01	6.190492e-02	6.667303e-02
32.7          	-2.610501e-05	5.948959e-01	1.345513e-01	6.724955e-02	6.730176e-02
33            	8.691346e-04	5.490418e-01	1.350598e-01	6.839906e-02	6.666079e-02
33.3          	4.291259e-04	5.058781e-01	1.237453e-01	6.230178e-02	6.144353e-02
33.6          	2.101215e-03	4.535137e-01	8.906545e-02	4.663394e-02	4.243151e-02
33.9          	5.093127e-03	3.982196e-01	4.181686e-02	2.600156e-02	1.581530e-02
34.2          	5.236311e-03	3.720308e-01	1.708906e-02	1.378084e-02	3.308220e-03
34.5          	6.218236e-03	4.081467e-01	-6.056541e-03	3.189966e-03	-9.246507e-03
34.8          	1.240520e-03	4.974734e-01	-2.288157e-02	-1.020026e-02	-1.268130e-02
35.1          	-1.428422e-02	6.571509e-01	-5.417086e-02	-4.136965e-02	-1.280121e-02
35.4          	-3.687891e-02	8.949184e-01	-1.186269e-01	-9.619236e-02	-2.243454e-02
35.7          	-4.735491e-02	1.149894e+00	-1.599804e-01	-1.273451e-01	-3.263527e-02
36            	-4.227691e-02	1.348806e+00	-1.649382e-01	-1.247460e-01	-4.019221e-02
36.3          	-1.669549e-02	1.421574e+00	-1.354368e-01	-8.441387e-02	-5.102289e-02
36.6          	-2.133503e-02	1.394974e+00	-1.680520e-01	-1.053610e-01	-6.269095e-02
36.9          	-2.578145e-02	1.326496e+00	-2.620250e-01	-1.567940e-01	-1.052310e-01
37.2          	3.447906e-03	1.216104e+00	-2.454466e-01	-1.192754e-01	-1.261712e-01
37.5          	7.736618e-02	1.036537e+00	-1.177368e-01	1.849776e-02	-1.362346e-01
37.8          	6.454757e-02	8.397376e-01	-2.025875e-01	-3.674616e-02	-1.658413e-01
38.1          	6.929830e-02	7.397010e-01	-2.239444e-01	-4.267390e-02	-1.812705e-01
38.4          	7.374897e-02	7.029112e-01	-1.855479e-01	-1.902496e-02	-1.665229e-01
38.7          	7.918223e-02	6.763511e-01	-1.585861e-01	-1.108067e-04	-1.584753e-01
39            	8.271464e-02	6.615412e-01	-1.668456e-01	-7.081539e-04	-1.661374e-01
39.3          	7.744323e-02	6.449376e-01	-1.810249e-01	-1.306924e-02	-1.679557e-01
39.6          	6.983539e-02	6.316224e-01	-2.121547e-01	-3.624197e-02	-1.759127e-01
39.9          	5.748609e-02	6.030316e-01	-2.529565e-01	-6.899216e-02	-1.839643e-01
40.2          	4.997421e-02	5.999480e-01	-3.128520e-01	-1.064518e-01	-2.064002e-01
40.5          	3.895717e-02	6.230413e-01	-3.807884e-01	-1.514370e-01	-2.293514e-01
40.8          	3.005993e-02	6.763176e-01	-4.548874e-01	-1.973838e-01	-2.575036e-01
41.1          	2.737596e-02	7.555341e-01	-5.306995e-01	-2.379738e-01	-2.927257e-01
41.4          	2.698443e-02	8.800821e-01	-5.782118e-01	-2.621215e-01	-3.160904e-01
41.7          	3.150597e-02	1.038361e+00	-5.732662e-01	-2.551271e-01	-3.181391e-01
42            	5.140124e-02	1.185953e+00	-5.080183e-01	-2.026079e-01	-3.054104e-01
42.3          	7.797620e-02	1.224573e+00	-4.427341e-01	-1.433908e-01	-2.993432e-01
42.6          	6.024541e-02	1.152441e+00	-4.707285e-01	-1.751189e-01	-2.956097e-01
42.9          	5.662482e-02	1.067378e+00	-4.647746e-01	-1.757625e-01	-2.890121e-01
43.2          	4.600136e-02	9.311596e-01	-4.853672e-01	-1.966822e-01	-2.886849e-01
43.5          	5.843948e-02	8.067363e-01	-4.745915e-01	-1.788563e-01	-2.957352e-01
43.8          	5.763083e-02	7.479290e-01	-4.506845e-01	-1.677114e-01	-2.829731e-01
44.1          	3.630856e-02	7.174807e-01	-4.432216e-01	-1.853022e-01	-2.579194e-01
44.4          	1.173300e-02	7.073616e-01	-4.392124e-01	-2.078732e-01	-2.313392e-01
44.7          	-2.323478e-03	6.786658e-01	-4.269142e-01	-2.157806e-01	-2.111336e-01
45            	-1.379429e-02	6.451943e-01	-4.211709e-01	-2.243798e-01	-1.967912e-01
45.3          	-2.486866e-02	6.069851e-01	-4.327487e-01	-2.412430e-01	-1.915057e-01
45.6          	-3.798067e-02	5.599777e-01	-4.504296e-01	-2.631955e-01	-1.872341e-01
45.9          	-4.860461e-02	4.855658e-01	-4.637244e-01	-2.804668e-01	-1.832576e-01
46.2          	-6.066984e-02	4.303712e-01	-4.513479e-01	-2.863438e-01	-1.650041e-01
46.5          	-6.041282e-02	4.271388e-01	-4.145733e-01	-2.676995e-01	-1.468738e-01
46.8          	-5.177883e-02	4.669222e-01	-3.418334e-01	-2.226955e-01	-1.191379e-01
47.1          	-3.814654e-02	5.528363e-01	-2.350807e-01	-1.556869e-01	-7.939380e-02
47.4          	-1.210867e-02	7.024048e-01	-1.058650e-01	-6.504119e-02	-4.082385e-02
47.7          	3.132223e-02	9.402778e-01	4.571479e-02	5.417963e-02	-8.464834e-03
48            	7.415041e-02	1.185940e+00	2.156752e-01	1.819880e-01	3.368721e-02
48.3          	6.690404e-02	1.311027e+00	3.247757e-01	2.292919e-01	9.548381e-02
48.6          	9.434292e-03	1.222154e+00	2.954780e-01	1.571733e-01	1.383047e-01
48.9          	-1.287594e-02	1.147592e+00	2.647361e-01	1.194921e-01	1.452440e-01
49.2          	-2.495841e-02	1.059779e+00	2.186694e-01	8.437629e-02	1.342931e-01
49.5          	-1.365958e-02	9.151409e-01	1.785788e-01	7.562984e-02	1.029490e-01
49.8          	1.003613e-02	8.360632e-01	1.871017e-01	1.035870e-01	8.351471e-02
50.1          	1.828217e-02	7.740694e-01	2.547443e-01	1.456543e-01	1.090900e-01
50.4          	1.003748e-02	7.241679e-01	3.747788e-01	1.974269e-01	1.773519e-01
50.7          	-5.289230e-03	6.905421e-01	4.773645e-01	2.333930e-01	2.439715e-01
51            	-7.800419e-03	6.652819e-01	5.445583e-01	2.644787e-01	2.800795e-01
51.3          	4.971749e-03	6.506441e-01	5.734378e-01	2.916907e-01	2.817472e-01
51.6          	9.646742e-03	6.132199e-01	5.964954e-01	3.078944e-01	2.886009e-01
51.9          	6.431440e-03	5.718552e-01	6.351609e-01	3.240119e-01	3.111490e-01
52.2          	-1.938242e-04	5.798589e-01	6.485862e-01	3.240993e-01	3.244869e-01
52.5          	-1.695502e-03	6.455412e-01	6.176000e-01	3.071045e-01	3.104955e-01
52.8          	-6.464810e-04	7.594402e-01	5.682131e-01	2.834601e-01	2.847530e-01
53.1          	4.114068e-04	9.202491e-01	5.427149e-01	2.717688e-01	2.709460e-01
53.4          	-2.283121e-02	1.119249e+00	4.964562e-01	2.253969e-01	2.710593e-01
53.7          	-7.841776e-02	1.347499e+00	4.026040e-01	1.228842e-01	2.797197e-01
54            	-1.361008e-01	1.499764e+00	3.156560e-01	2.172724e-02	2.939288e-01
54.3          	-1.319728e-01	1.414163e+00	3.750247e-01	5.553952e-02	3.194852e-01
54.6          	-1.292936e-01	1.271421e+00	4.029803e-01	7.219652e-02	3.307838e-01
54.9          	-1.321196e-01	1.132795e+00	3.892750e-01	6.251787e-02	3.267571e-01
55.2          	-1.366786e-01	1.026596e+00	3.420515e-01	3.434718e-02	3.077044e-01
55.5          	-1.524335e-01	9.583418e-01	2.918104e-01	-6.528351e-03	2.983387e-01
55.8          	-1.699941e-01	8.853486e-01	2.335421e-01	-5.322300e-02	2.867651e-01
56.1          	-1.780138e-01	8.195984e-01	2.218821e-01	-6.707276e-02	2.889549e-01
56.4          	-1.792529e-01	7.870164e-01	2.447487e-01	-5.687860e-02	3.016273e-01
56.7          	-1.796113e-01	7.531007e-01	2.010328e-01	-7.909497e-02	2.801277e-01
57            	-1.764702e-01	7.212359e-01	8.923201e-02	-1.318542e-01	2.210862e-01
57.3          	-1.682344e-01	6.848204e-01	-2.549974e-02	-1.809843e-01	1.554845e-01
57.6          	-1.522256e-01	6.351168e-01	-1.199528e-01	-2.122020e-01	9.224926e-02
57.9          	-1.346331e-01	5.730407e-01	-1.415086e-01	-2.053874e-01	6.387877e-02
58.2          	-1.111597e-01	5.841153e-01	-8.482743e-02	-1.535734e-01	6.874599e-02
58.5          	-7.908727e-02	6.856184e-01	-4.114508e-03	-8.114452e-02	7.703001e-02
58.8          	-5.913524e-02	8.720430e-01	2.619042e-02	-4.604003e-02	7.223044e-02
59.1          	-5.278536e-02	1.116835e+00	2.672295e-02	-3.942388e-02	6.614684e-02
59.4          	-4.867187e-02	1.362517e+00	1.573106e-02	-4.080634e-02	5.653740e-02
59.7          	-3.150908e-02	1.512676e+00	-2.101341e-02	-4.201578e-02	2.100237e-02
60            	-2.120834e-02	1.515271e+00	-1.008143e-01	-7.161550e-02	-2.919882e-02
60.3          	-2.851512e-02	1.432540e+00	-1.451694e-01	-1.010998e-01	-4.406956e-02
60.6          	1.142396e-02	1.320814e+00	-4.764132e-02	-1.239670e-02	-3.524462e-02
60.9          	1.043404e-01	1.189402e+00	1.099724e-01	1.593266e-01	-4.935421e-02
61.2          	1.092091e-01	9.400895e-01	-1.124670e-03	1.086468e-01	-1.097714e-01
61.5          	1.237456e-01	8.451885e-01	-7.104768e-02	8.822177e-02	-1.592695e-01
61.8          	1.543264e-01	8.252706e-01	-6.044676e-02	1.241030e-01	-1.845498e-01
62.1          	1.802993e-01	7.970796e-01	-1.015190e-02	1.752233e-01	-1.853752e-01
62.4          	1.871073e-01	7.779404e-01	8.673569e-02	2.304751e-01	-1.437394e-01
62.7          	1.809229e-01	7.771763e-01	1.600668e-01	2.609563e-01	-1.008895e-01
63            	1.713877e-01	7.900452e-01	1.864416e-01	2.646085e-01	-7.816690e-02
63.3          	1.634850e-01	8.255436e-01	1.669784e-01	2.469742e-01	-7.999582e-02
63.6          	1.472344e-01	8.422221e-01	1.278578e-01	2.111633e-01	-8.330556e-02
63.9          	1.363958e-01	8.521230e-01	8.872264e-02	1.807571e-01	-9.203443e-02
64.2          	1.345864e-01	9.011758e-01	4.621343e-02	1.576931e-01	-1.114796e-01
64.5          	1.414009e-01	9.996623e-01	9.734968e-03	1.462684e-01	-1.365334e-01
64.8          	1.541706e-01	1.143315e+00	-2.095299e-02	1.436941e-01	-1.646471e-01
65.1          	1.672370e-01	1.307633e+00	-5.651882e-02	1.389776e-01	-1.954964e-01
65.4          	1.734981e-01	1.447257e+00	-9.435071e-02	1.263228e-01	-2.206735e-01
65.7          	1.691765e-01	1.510988e+00	-6.632017e-02	1.360164e-01	-2.023366e-01
66            	1.750466e-01	1.492152e+00	-3.002290e-03	1.735455e-01	-1.765477e-01
66.3          	1.386261e-01	1.400096e+00	-8.290080e-02	9.717574e-02	-1.800765e-01
66.6          	4.839977e-02	1.292055e+00	-3.290260e-01	-1.161132e-01	-2.129127e-01
66.9          	-7.770129e-02	1.225113e+00	-6.084262e-01	-3.819144e-01	-2.265118e-01
67.2          	-1.196171e-01	1.026672e+00	-6.304602e-01	-4.348472e-01	-1.956130e-01
67.5          	-9.803174e-02	8.127976e-01	-5.169174e-01	-3.564904e-01	-1.604270e-01
67.8          	-1.306991e-01	7.691216e-01	-5.282294e-01	-3.948138e-01	-1.334156e-01
68.1          	-1.648052e-01	7.727650e-01	-5.563409e-01	-4.429756e-01	-1.133653e-01
68.4          	-1.714574e-01	7.762656e-01	-5.717166e-01	-4.573157e-01	-1.144009e-01
68.7          	-1.683852e-01	7.993372e-01	-5.759468e-01	-4.563586e-01	-1.195882e-01
69            	-1.566028e-01	8.450682e-01	-5.524544e-01	-4.328300e-01	-1.196244e-01
69.3          	-1.301470e-01	8.998531e-01	-5.032522e-01	-3.817731e-01	-1.214791e-01
69.6          	-9.365701e-02	9.440682e-01	-4.476081e-01	-3.174611e-01	-1.301470e-01
69.9          	-6.157710e-02	9.569386e-01	-3.816599e-01	-2.524071e-01	-1.292529e-01
70.2          	-2.054245e-03	1.010038e+00	-2.773815e-01	-1.407450e-01	-1.366365e-01
70.5          	2.783282e-02	1.023542e+00	-4.276347e-02	6.451083e-03	-4.921456e-02
70.8          	6.888846e-02	1.072839e+00	1.565246e-01	1.471507e-01	9.373814e-03
71.1          	7.698261e-02	1.126010e+00	2.936049e-01	2.237851e-01	6.981986e-02
71.4          	5.592040e-02	1.226159e+00	3.589326e-01	2.353867e-01	1.235459e-01
71.7          	1.507611e-03	1.353073e+00	3.552265e-01	1.791209e-01	1.761056e-01
72            	-7.134509e-02	1.454107e+00	3.283581e-01	9.283394e-02	2.355241e-01
72.3          	-1.210390e-01	1.496251e+00	2.908771e-01	2.439957e-02	2.664775e-01
72.6          	-1.260880e-01	1.481989e+00	2.975046e-01	2.266432e-02	2.748403e-01
72.9          	-1.239428e-01	1.447152e+00	3.373026e-01	4.470851e-02	2.925940e-01
73.2          	-1.126288e-01	1.390527e+00	4.741734e-01	1.244579e-01	3.497155e-01
73.5          	-1.040787e-01	1.326997e+00	6.389528e-01	2.153977e-01	4.235551e-01
73.8          	-9.332817e-02	1.240134e+00	7.591556e-01	2.862496e-01	4.729059e-01
74.1          	-8.035238e-02	1.134964e+00	7.978705e-01	3.185829e-01	4.792876e-01
74.4          	-8.085037e-02	9.925863e-01	7.634067e-01	3.008530e-01	4.625537e-01
74.7          	-7.983588e-02	8.904242e-01	7.568782e-01	2.986032e-01	4.582750e-01
75            	-7.972569e-02	8.079861e-01	7.693208e-01	3.049347e-01	4.643861e-01
75.3          	-7.859245e-02	7.491965e-01	8.214066e-01	3.321108e-01	4.892957e-01
75.6          	-6.565064e-02	6.889050e-01	8.934910e-01	3.810949e-01	5.123961e-01
75.9          	-4.306654e-02	6.738796e-01	9.376115e-01	4.257392e-01	5.118723e-01
76.2          	-3.232796e-02	7.474621e-01	9.742775e-01	4.548108e-01	5.194667e-01
76.5          	-3.807372e-02	9.038160e-01	1.000699e+00	4.622760e-01	5.384234e-01
76.8          	-6.184799e-02	1.118327e+00	1.002005e+00	4.391547e-01	5.628507e-01
77.1          	-9.610011e-02	1.345861e+00	9.986809e-01	4.032403e-01	5.954405e-01
77.4          	-1.319856e-01	1.551749e+00	9.650548e-01	3.505418e-01	6.145130e-01
77.7          	-1.723146e-01	1.697920e+00	8.552586e-01	2.553147e-01	5.999440e-01
78            	-1.864279e-01	1.750402e+00	7.131069e-01	1.701255e-01	5.429814e-01
78.3          	-1.716974e-01	1.761738e+00	6.197914e-01	1.381983e-01	4.815931e-01
78.6          	-1.448366e-01	1.757900e+00	6.224541e-01	1.663904e-01	4.560637e-01
78.9          	-1.114991e-01	1.752729e+00	6.888970e-01	2.329494e-01	4.559476e-01
79.2          	-7.160380e-02	1.732943e+00	7.592444e-01	3.080184e-01	4.512260e-01
79.5          	-3.673042e-02	1.675494e+00	7.991206e-01	3.628299e-01	4.362907e-01
79.8          	-2.236469e-02	1.567928e+00	7.851565e-01	3.702136e-01	4.149429e-01
80.1          	-7.923518e-03	1.451364e+00	7.406303e-01	3.623917e-01	3.782387e-01
80.4          	1.541520e-02	1.342367e+00	7.020513e-01	3.664409e-01	3.356105e-01
80.7          	3.544762e-02	1.244620e+00	6.650220e-01	3.679586e-01	2.970634e-01
81            	4.049713e-02	1.150953e+00	6.087249e-01	3.448596e-01	2.638653e-01
81.3          	1.831719e-02	1.120691e+00	5.565861e-01	2.966103e-01	2.599759e-01
81.6          	-6.339697e-03	1.144314e+00	4.874352e-01	2.373779e-01	2.500573e-01
81.9          	-4.372839e-03	1.204322e+00	3.723950e-01	1.818247e-01	1.905704e-01
82.2          	2.636381e-02	1.242837e+00	1.872899e-01	1.200087e-01	6.728112e-02
82.5          	3.848355e-02	1.340661e+00	3.525304e-02	5.611007e-02	-2.085703e-02
82.8          	4.327330e-02	1.484512e+00	-6.996652e-02	8.290046e-03	-7.825656e-02
83.1          	6.772191e-02	1.604883e+00	-1.496872e-01	-7.121718e-03	-1.425655e-01
83.4          	7.692479e-02	1.748436e+00	-1.742378e-01	-1.019411e-02	-1.640437e-01
83.7          	1.004756e-01	1.813563e+00	-2.852936e-01	-4.217120e-02	-2.431224e-01
84            	7.319781e-02	1.753823e+00	-4.859901e-01	-1.697972e-01	-3.161928e-01
84.3          	5.391068e-02	1.610718e+00	-6.629407e-01	-2.775597e-01	-3.853811e-01
84.6          	2.857071e-02	1.453415e+00	-8.414830e-01	-3.921708e-01	-4.493122e-01
84.9          	6.884288e-02	1.275974e+00	-8.504881e-01	-3.564012e-01	-4.940869e-01
85.2          	1.332680e-01	1.082438e+00	-7.718666e-01	-2.526654e-01	-5.192013e-01
85.5          	1.549341e-01	9.600020e-01	-7.708723e-01	-2.305021e-01	-5.403702e-01
85.8          	1.668269e-01	9.257739e-01	-7.689687e-01	-2.176575e-01	-5.513112e-01
86.1          	1.708558e-01	9.223248e-01	-7.647803e-01	-2.115344e-01	-5.532460e-01
