Point ID,arc_length,Co,CpMean,nut,p,phi,phi_0,pMean,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_0_0,U_0_1,U_0_2,U_0_Magnitude,U_1,U_2,U_Magnitude,UMean_0,UMean_1,UMean_2,UMean_Magnitude,vtkValidPointMask,yPlus
742,15.582,0.00244722,0.0299864,1.64665e-07,0.00995497,nan,nan,0.00239892,1,5.082,0.005,5.17945,0.426292,0.426292,0.00830733,0,0.426373,0.00830881,0,0.426373,0.416607,0.00767085,0,0.416678,1,0
743,15.603,0.00244568,0.0303238,1.49118e-07,0.00996959,nan,nan,0.0024259,1,5.103,0.005,5.20006,0.426057,0.426056,0.00821534,0,0.426136,0.0082168,0,0.426136,0.416488,0.0076284,0,0.416558,1,0
744,15.624,0.00244425,0.0306296,1.37662e-07,0.0099824,nan,nan,0.00245037,1,5.124,0.005,5.22067,0.425837,0.425837,0.0081312,0,0.425915,0.00813265,0,0.425915,0.416377,0.00758713,0,0.416446,1,0
745,15.645,0.002443,0.0308865,1.3257e-07,0.00999239,nan,nan,0.00247092,1,5.145,0.005,5.24128,0.425643,0.425643,0.00805929,0,0.425719,0.00806072,0,0.42572,0.416277,0.00754768,0,0.416346,1,0
746,15.666,0.00244175,0.0311434,1.27479e-07,0.0100024,nan,nan,0.00249147,1,5.166,0.005,5.2619,0.425449,0.425449,0.00798737,0,0.425524,0.00798879,0,0.425524,0.416178,0.00750822,0,0.416245,1,0
747,15.687,0.0024405,0.0314002,1.22388e-07,0.0100124,nan,nan,0.00251202,1,5.187,0.005,5.28252,0.425255,0.425254,0.00791545,0,0.425328,0.00791686,0,0.425328,0.416078,0.00746877,0,0.416145,1,0
748,15.708,0.00243925,0.0316571,1.17296e-07,0.0100224,nan,nan,0.00253257,1,5.208,0.005,5.30314,0.425061,0.42506,0.00784354,0,0.425132,0.00784493,0,0.425133,0.415978,0.00742932,0,0.416045,1,0
749,15.729,0.002438,0.0319139,1.12205e-07,0.0100323,nan,nan,0.00255311,1,5.229,0.005,5.32376,0.424866,0.424866,0.00777162,0,0.424937,0.007773,0,0.424937,0.415879,0.00738987,0,0.415944,1,0
750,15.75,0.00243675,0.0321708,1.07114e-07,0.0100423,nan,nan,0.00257366,1,5.25,0.005,5.34439,0.424672,0.424672,0.00769971,0,0.424741,0.00770107,0,0.424742,0.415779,0.00735041,0,0.415844,1,0
751,15.771,0.0024355,0.0324276,1.02022e-07,0.0100523,nan,nan,0.00259421,1,5.271,0.005,5.36502,0.424478,0.424477,0.00762779,0,0.424546,0.00762914,0,0.424546,0.415679,0.00731096,0,0.415744,1,0
752,15.792,0.00243425,0.0326845,9.69309e-08,0.0100623,nan,nan,0.00261476,1,5.292,0.005,5.38566,0.424284,0.424283,0.00755588,0,0.42435,0.00755721,0,0.424351,0.41558,0.00727151,0,0.415643,1,0
753,15.813,0.00243299,0.0329413,9.18395e-08,0.0100723,nan,nan,0.00263531,1,5.313,0.005,5.40629,0.424089,0.424089,0.00748396,0,0.424155,0.00748528,0,0.424155,0.41548,0.00723206,0,0.415543,1,0
754,15.834,0.00243174,0.0331982,8.67482e-08,0.0100823,nan,nan,0.00265585,1,5.334,0.005,5.42693,0.423895,0.423895,0.00741204,0,0.423959,0.00741335,0,0.42396,0.41538,0.0071926,0,0.415443,1,0
755,15.855,0.00243049,0.033455,8.16569e-08,0.0100923,nan,nan,0.0026764,1,5.355,0.005,5.44757,0.423701,0.4237,0.00734013,0,0.423764,0.00734142,0,0.423764,0.415281,0.00715315,0,0.415342,1,0
756,15.876,0.00242924,0.0337119,7.65656e-08,0.0101023,nan,nan,0.00269695,1,5.376,0.005,5.46822,0.423507,0.423506,0.00726821,0,0.423569,0.00726949,0,0.423569,0.415181,0.0071137,0,0.415242,1,0
757,15.897,0.00242799,0.0339687,7.14743e-08,0.0101122,nan,nan,0.0027175,1,5.397,0.005,5.48886,0.423312,0.423312,0.0071963,0,0.423373,0.00719756,0,0.423374,0.415082,0.00707425,0,0.415142,1,0
758,15.918,0.00242674,0.0342256,6.63828e-08,0.0101222,nan,nan,0.00273805,1,5.418,0.005,5.50951,0.423118,0.423118,0.00712438,0,0.423178,0.00712563,0,0.423178,0.414982,0.00703479,0,0.415042,1,0
759,15.939,0.00242549,0.0344825,6.12915e-08,0.0101322,nan,nan,0.0027586,1,5.439,0.005,5.53017,0.422924,0.422924,0.00705246,0,0.422982,0.0070537,0,0.422983,0.414882,0.00699534,0,0.414941,1,0
760,15.96,0.00242424,0.0347393,5.62002e-08,0.0101422,nan,nan,0.00277914,1,5.46,0.005,5.55082,0.42273,0.422729,0.00698055,0,0.422787,0.00698177,0,0.422787,0.414783,0.00695589,0,0.414841,1,0
761,15.981,0.00242299,0.0349962,5.11089e-08,0.0101522,nan,nan,0.00279969,1,5.481,0.005,5.57148,0.422535,0.422535,0.00690863,0,0.422592,0.00690984,0,0.422592,0.414683,0.00691644,0,0.414741,1,0
762,16.002,0.00242174,0.035253,4.60176e-08,0.0101622,nan,nan,0.00282024,1,5.502,0.005,5.59214,0.422341,0.422341,0.00683672,0,0.422396,0.00683791,0,0.422397,0.414583,0.00687698,0,0.41464,1,0
763,16.023,0.00242062,0.0354786,4.27705e-08,0.0101705,nan,nan,0.00283829,1,5.523,0.005,5.6128,0.422165,0.422165,0.00677248,0,0.422219,0.00677366,0,0.422219,0.414492,0.00683868,0,0.414549,1,0
764,16.044,0.00241961,0.0356743,4.12922e-08,0.0101772,nan,nan,0.00285394,1,5.544,0.005,5.63347,0.422006,0.422006,0.0067156,0,0.422059,0.00671677,0,0.42206,0.414409,0.00680148,0,0.414465,1,0
765,16.065,0.0024186,0.03587,3.98139e-08,0.010184,nan,nan,0.0028696,1,5.565,0.005,5.65414,0.421848,0.421847,0.00665872,0,0.4219,0.00665988,0,0.4219,0.414326,0.00676427,0,0.414381,1,0
766,16.086,0.0024176,0.0360656,3.83356e-08,0.0101907,nan,nan,0.00288525,1,5.586,0.005,5.67481,0.421689,0.421688,0.00660184,0,0.42174,0.00660299,0,0.421741,0.414243,0.00672707,0,0.414298,1,0
767,16.107,0.00241659,0.0362613,3.68574e-08,0.0101974,nan,nan,0.0029009,1,5.607,0.005,5.69548,0.42153,0.42153,0.00654496,0,0.42158,0.0065461,0,0.421581,0.41416,0.00668987,0,0.414214,1,0
768,16.128,0.00241558,0.0364569,3.53791e-08,0.0102041,nan,nan,0.00291655,1,5.628,0.005,5.71615,0.421371,0.421371,0.00648808,0,0.421421,0.00648921,0,0.421421,0.414077,0.00665267,0,0.414131,1,0
769,16.149,0.00241458,0.0366526,3.39008e-08,0.0102108,nan,nan,0.00293221,1,5.649,0.005,5.73683,0.421212,0.421212,0.0064312,0,0.421261,0.00643232,0,0.421262,0.413994,0.00661546,0,0.414047,1,0
770,16.17,0.00241357,0.0368483,3.24226e-08,0.0102176,nan,nan,0.00294786,1,5.67,0.005,5.75751,0.421054,0.421053,0.00637432,0,0.421102,0.00637543,0,0.421102,0.413911,0.00657826,0,0.413963,1,0
771,16.191,0.00241256,0.0370439,3.09443e-08,0.0102243,nan,nan,0.00296351,1,5.691,0.005,5.77819,0.420895,0.420895,0.00631744,0,0.420942,0.00631854,0,0.420942,0.413828,0.00654106,0,0.41388,1,0
772,16.212,0.00241156,0.0372396,2.9466e-08,0.010231,nan,nan,0.00297917,1,5.712,0.005,5.79888,0.420736,0.420736,0.00626056,0,0.420782,0.00626165,0,0.420783,0.413745,0.00650386,0,0.413796,1,0
773,16.233,0.00241055,0.0374352,2.79878e-08,0.0102377,nan,nan,0.00299482,1,5.733,0.005,5.81956,0.420577,0.420577,0.00620368,0,0.420623,0.00620476,0,0.420623,0.413662,0.00646665,0,0.413712,1,0
774,16.254,0.00240955,0.0376309,2.65095e-08,0.0102444,nan,nan,0.00301047,1,5.754,0.005,5.84025,0.420419,0.420418,0.0061468,0,0.420463,0.00614787,0,0.420464,0.413579,0.00642945,0,0.413629,1,0
775,16.275,0.00240854,0.0378266,2.50312e-08,0.0102512,nan,nan,0.00302613,1,5.775,0.005,5.86094,0.42026,0.42026,0.00608992,0,0.420304,0.00609098,0,0.420304,0.413496,0.00639225,0,0.413545,1,0
776,16.296,0.00240753,0.0380222,2.3553e-08,0.0102579,nan,nan,0.00304178,1,5.796,0.005,5.88164,0.420101,0.420101,0.00603304,0,0.420144,0.00603409,0,0.420144,0.413413,0.00635505,0,0.413462,1,0
777,16.317,0.00240653,0.0382179,2.20747e-08,0.0102646,nan,nan,0.00305743,1,5.817,0.005,5.90233,0.419942,0.419942,0.00597617,0,0.419985,0.0059772,0,0.419985,0.41333,0.00631784,0,0.413378,1,0
778,16.338,0.00240552,0.0384135,2.05964e-08,0.0102713,nan,nan,0.00307308,1,5.838,0.005,5.92303,0.419784,0.419783,0.00591929,0,0.419825,0.00592031,0,0.419825,0.413247,0.00628064,0,0.413294,1,0
779,16.359,0.00240451,0.0386092,1.91182e-08,0.010278,nan,nan,0.00308874,1,5.859,0.005,5.94373,0.419625,0.419625,0.00586241,0,0.419665,0.00586342,0,0.419666,0.413164,0.00624344,0,0.413211,1,0
780,16.38,0.00240351,0.0388049,1.76399e-08,0.0102848,nan,nan,0.00310439,1,5.88,0.005,5.96443,0.419466,0.419466,0.00580553,0,0.419506,0.00580653,0,0.419506,0.413081,0.00620623,0,0.413127,1,0
781,16.401,0.0024025,0.0390005,1.61616e-08,0.0102915,nan,nan,0.00312004,1,5.901,0.005,5.98513,0.419307,0.419307,0.00574865,0,0.419346,0.00574964,0,0.419347,0.412998,0.00616903,0,0.413044,1,0
782,16.422,0.00240149,0.0391962,1.46834e-08,0.0102982,nan,nan,0.0031357,1,5.922,0.005,6.00584,0.419148,0.419148,0.00569177,0,0.419187,0.00569275,0,0.419187,0.412915,0.00613183,0,0.41296,1,0
783,16.443,0.00240049,0.0393919,1.32051e-08,0.0103049,nan,nan,0.00315135,1,5.943,0.005,6.02655,0.41899,0.418989,0.00563489,0,0.419027,0.00563586,0,0.419028,0.412832,0.00609463,0,0.412877,1,0
784,16.464,0.00239964,0.0395493,1.25174e-08,0.0103097,nan,nan,0.00316395,1,5.964,0.005,6.04726,0.418855,0.418854,0.00558676,0,0.418892,0.00558772,0,0.418892,0.41276,0.00605943,0,0.412804,1,0
785,16.485,0.00239884,0.0396935,1.21051e-08,0.0103138,nan,nan,0.00317548,1,5.985,0.005,6.06797,0.418728,0.418728,0.00554168,0,0.418764,0.00554263,0,0.418765,0.412692,0.00602493,0,0.412736,1,0
786,16.506,0.00239805,0.0398377,1.16929e-08,0.0103178,nan,nan,0.00318701,1,6.006,0.005,6.08868,0.418601,0.418601,0.0054966,0,0.418637,0.00549754,0,0.418637,0.412625,0.00599044,0,0.412668,1,0
787,16.527,0.00239725,0.0399819,1.12807e-08,0.0103219,nan,nan,0.00319855,1,6.027,0.005,6.1094,0.418474,0.418474,0.00545152,0,0.41851,0.00545245,0,0.41851,0.412557,0.00595594,0,0.4126,1,0
788,16.548,0.00239646,0.040126,1.08685e-08,0.010326,nan,nan,0.00321008,1,6.048,0.005,6.13012,0.418348,0.418347,0.00540645,0,0.418382,0.00540737,0,0.418383,0.412489,0.00592145,0,0.412532,1,0
789,16.569,0.00239567,0.0402702,1.04563e-08,0.0103301,nan,nan,0.00322162,1,6.069,0.005,6.15084,0.418221,0.418221,0.00536137,0,0.418255,0.00536228,0,0.418255,0.412421,0.00588695,0,0.412463,1,0
790,16.59,0.00239487,0.0404144,1.0044e-08,0.0103341,nan,nan,0.00323315,1,6.09,0.005,6.17156,0.418094,0.418094,0.00531629,0,0.418128,0.00531719,0,0.418128,0.412354,0.00585245,0,0.412395,1,0
791,16.611,0.00239408,0.0405585,9.63181e-09,0.0103382,nan,nan,0.00324468,1,6.111,0.005,6.19228,0.417967,0.417967,0.00527121,0,0.418,0.0052721,0,0.418001,0.412286,0.00581796,0,0.412327,1,0
792,16.632,0.00239328,0.0407027,9.21959e-09,0.0103423,nan,nan,0.00325622,1,6.132,0.005,6.21301,0.417841,0.41784,0.00522613,0,0.417873,0.00522702,0,0.417873,0.412218,0.00578346,0,0.412259,1,0
793,16.653,0.00239249,0.0408469,8.80737e-09,0.0103463,nan,nan,0.00326775,1,6.153,0.005,6.23373,0.417714,0.417714,0.00518105,0,0.417746,0.00518193,0,0.417746,0.412151,0.00574897,0,0.412191,1,0
794,16.674,0.00239169,0.0409911,8.39515e-09,0.0103504,nan,nan,0.00327929,1,6.174,0.005,6.25446,0.417587,0.417587,0.00513597,0,0.417618,0.00513684,0,0.417619,0.412083,0.00571447,0,0.412122,1,0
795,16.695,0.0023909,0.0411352,7.98292e-09,0.0103545,nan,nan,0.00329082,1,6.195,0.005,6.27519,0.41746,0.41746,0.00509089,0,0.417491,0.00509175,0,0.417491,0.412015,0.00567997,0,0.412054,1,0
796,16.716,0.0023901,0.0412794,7.5707e-09,0.0103586,nan,nan,0.00330235,1,6.216,0.005,6.29593,0.417333,0.417333,0.00504581,0,0.417364,0.00504667,0,0.417364,0.411947,0.00564548,0,0.411986,1,0
797,16.737,0.00238931,0.0414236,7.15848e-09,0.0103626,nan,nan,0.00331389,1,6.237,0.005,6.31666,0.417207,0.417206,0.00500073,0,0.417236,0.00500158,0,0.417237,0.41188,0.00561098,0,0.411918,1,0
798,16.758,0.00238851,0.0415678,6.74626e-09,0.0103667,nan,nan,0.00332542,1,6.258,0.005,6.3374,0.41708,0.41708,0.00495566,0,0.417109,0.00495649,0,0.417109,0.411812,0.00557649,0,0.41185,1,0
799,16.779,0.00238772,0.0417119,6.33404e-09,0.0103708,nan,nan,0.00333695,1,6.279,0.005,6.35813,0.416953,0.416953,0.00491058,0,0.416982,0.0049114,0,0.416982,0.411744,0.00554199,0,0.411782,1,0
800,16.8,0.00238693,0.0418561,5.92181e-09,0.0103749,nan,nan,0.00334849,1,6.3,0.005,6.37887,0.416826,0.416826,0.0048655,0,0.416855,0.00486632,0,0.416855,0.411677,0.00550749,0,0.411713,1,0
801,16.821,0.00238613,0.0420003,5.50958e-09,0.0103789,nan,nan,0.00336002,1,6.321,0.005,6.39961,0.4167,0.416699,0.00482042,0,0.416727,0.00482123,0,0.416728,0.411609,0.005473,0,0.411645,1,0
802,16.842,0.00238534,0.0421445,5.09736e-09,0.010383,nan,nan,0.00337156,1,6.342,0.005,6.42036,0.416573,0.416573,0.00477534,0,0.4166,0.00477614,0,0.4166,0.411541,0.0054385,0,0.411577,1,0
803,16.863,0.00238454,0.0422886,4.68514e-09,0.0103871,nan,nan,0.00338309,1,6.363,0.005,6.4411,0.416446,0.416446,0.00473026,0,0.416473,0.00473105,0,0.416473,0.411474,0.005404,0,0.411509,1,0
804,16.884,0.00238375,0.0424328,4.27292e-09,0.0103912,nan,nan,0.00339462,1,6.384,0.005,6.46185,0.416319,0.416319,0.00468518,0,0.416345,0.00468597,0,0.416346,0.411406,0.00536951,0,0.411441,1,0
805,16.905,0.00238295,0.042577,3.86069e-09,0.0103952,nan,nan,0.00340616,1,6.405,0.005,6.4826,0.416193,0.416192,0.0046401,0,0.416218,0.00464088,0,0.416218,0.411338,0.00533501,0,0.411373,1,0
806,16.926,0.00238216,0.0427211,3.44847e-09,0.0103993,nan,nan,0.00341769,1,6.426,0.005,6.50335,0.416066,0.416066,0.00459502,0,0.416091,0.00459579,0,0.416091,0.41127,0.00530052,0,0.411305,1,0
807,16.947,0.00238152,0.0428307,3.31394e-09,0.0104018,nan,nan,0.00342646,1,6.447,0.005,6.5241,0.415963,0.415963,0.00455775,0,0.415988,0.0045585,0,0.415988,0.411215,0.00526805,0,0.411248,1,0
808,16.968,0.0023809,0.0429363,3.21171e-09,0.0104042,nan,nan,0.0034349,1,6.468,0.005,6.54485,0.415864,0.415863,0.00452137,0,0.415888,0.00452213,0,0.415888,0.41116,0.00523583,0,0.411193,1,0
809,16.989,0.00238028,0.0430419,3.10948e-09,0.0104065,nan,nan,0.00344335,1,6.489,0.005,6.5656,0.415764,0.415764,0.004485,0,0.415788,0.00448575,0,0.415788,0.411106,0.0052036,0,0.411139,1,0
810,17.01,0.00237966,0.0431475,3.00725e-09,0.0104088,nan,nan,0.0034518,1,6.51,0.005,6.58636,0.415665,0.415664,0.00444863,0,0.415688,0.00444937,0,0.415688,0.411051,0.00517137,0,0.411084,1,0
811,17.031,0.00237904,0.043253,2.90502e-09,0.0104112,nan,nan,0.00346024,1,6.531,0.005,6.60712,0.415565,0.415565,0.00441226,0,0.415588,0.00441299,0,0.415588,0.410997,0.00513915,0,0.411029,1,0
812,17.052,0.00237842,0.0433586,2.80278e-09,0.0104135,nan,nan,0.00346869,1,6.552,0.005,6.62788,0.415465,0.415465,0.00437589,0,0.415488,0.00437662,0,0.415488,0.410942,0.00510692,0,0.410974,1,0
813,17.073,0.0023778,0.0434642,2.70055e-09,0.0104158,nan,nan,0.00347713,1,6.573,0.005,6.64864,0.415366,0.415365,0.00433952,0,0.415388,0.00434024,0,0.415388,0.410888,0.00507469,0,0.410919,1,0
814,17.094,0.00237719,0.0435697,2.59832e-09,0.0104182,nan,nan,0.00348558,1,6.594,0.005,6.6694,0.415266,0.415266,0.00430315,0,0.415288,0.00430386,0,0.415288,0.410834,0.00504246,0,0.410865,1,0
815,17.115,0.00237657,0.0436753,2.49609e-09,0.0104205,nan,nan,0.00349402,1,6.615,0.005,6.69016,0.415166,0.415166,0.00426678,0,0.415188,0.00426748,0,0.415188,0.410779,0.00501024,0,0.41081,1,0
816,17.136,0.00237595,0.0437809,2.39386e-09,0.0104228,nan,nan,0.00350247,1,6.636,0.005,6.71093,0.415067,0.415066,0.00423041,0,0.415088,0.00423111,0,0.415088,0.410725,0.00497801,0,0.410755,1,0
817,17.157,0.00237533,0.0438864,2.29162e-09,0.0104252,nan,nan,0.00351092,1,6.657,0.005,6.73169,0.414967,0.414967,0.00419403,0,0.414988,0.00419473,0,0.414988,0.41067,0.00494578,0,0.4107,1,0
818,17.178,0.00237471,0.043992,2.18939e-09,0.0104275,nan,nan,0.00351936,1,6.678,0.005,6.75246,0.414868,0.414867,0.00415766,0,0.414888,0.00415835,0,0.414888,0.410616,0.00491356,0,0.410645,1,0
819,17.199,0.00237409,0.0440976,2.08716e-09,0.0104298,nan,nan,0.00352781,1,6.699,0.005,6.77323,0.414768,0.414768,0.00412129,0,0.414788,0.00412197,0,0.414788,0.410561,0.00488133,0,0.41059,1,0
820,17.22,0.00237347,0.0442032,1.98493e-09,0.0104322,nan,nan,0.00353625,1,6.72,0.005,6.794,0.414668,0.414668,0.00408492,0,0.414688,0.00408559,0,0.414688,0.410507,0.0048491,0,0.410536,1,0
821,17.241,0.00237285,0.0443087,1.8827e-09,0.0104345,nan,nan,0.0035447,1,6.741,0.005,6.81477,0.414569,0.414568,0.00404855,0,0.414588,0.00404922,0,0.414588,0.410453,0.00481688,0,0.410481,1,0
822,17.262,0.00237223,0.0444143,1.78046e-09,0.0104368,nan,nan,0.00355314,1,6.762,0.005,6.83554,0.414469,0.414469,0.00401218,0,0.414488,0.00401284,0,0.414488,0.410398,0.00478465,0,0.410426,1,0
823,17.283,0.00237161,0.0445199,1.67823e-09,0.0104392,nan,nan,0.00356159,1,6.783,0.005,6.85632,0.414369,0.414369,0.00397581,0,0.414388,0.00397646,0,0.414388,0.410344,0.00475242,0,0.410371,1,0
824,17.304,0.00237099,0.0446254,1.576e-09,0.0104415,nan,nan,0.00357004,1,6.804,0.005,6.8771,0.41427,0.414269,0.00393944,0,0.414288,0.00394008,0,0.414289,0.410289,0.0047202,0,0.410316,1,0
825,17.325,0.00237037,0.044731,1.47377e-09,0.0104438,nan,nan,0.00357848,1,6.825,0.005,6.89787,0.41417,0.41417,0.00390307,0,0.414188,0.00390371,0,0.414189,0.410235,0.00468797,0,0.410262,1,0
826,17.346,0.00236975,0.0448366,1.37154e-09,0.0104462,nan,nan,0.00358693,1,6.846,0.005,6.91865,0.414071,0.41407,0.0038667,0,0.414088,0.00386733,0,0.414089,0.41018,0.00465574,0,0.410207,1,0
827,17.367,0.00236913,0.0449422,1.2693e-09,0.0104485,nan,nan,0.00359537,1,6.867,0.005,6.93943,0.413971,0.413971,0.00383032,0,0.413988,0.00383095,0,0.413989,0.410126,0.00462352,0,0.410152,1,0
828,17.388,0.00236851,0.0450477,1.16707e-09,0.0104508,nan,nan,0.00360382,1,6.888,0.005,6.96021,0.413871,0.413871,0.00379395,0,0.413888,0.00379457,0,0.413889,0.410072,0.00459129,0,0.410097,1,0
829,17.409,0.0023679,0.0451533,1.06484e-09,0.0104532,nan,nan,0.00361226,1,6.909,0.005,6.981,0.413772,0.413771,0.00375758,0,0.413788,0.00375819,0,0.413789,0.410017,0.00455906,0,0.410042,1,0
830,17.43,0.00236728,0.0452589,9.6261e-10,0.0104555,nan,nan,0.00362071,1,6.93,0.005,7.00178,0.413672,0.413672,0.00372121,0,0.413688,0.00372182,0,0.413689,0.409963,0.00452684,0,0.409988,1,0
831,17.451,0.00236666,0.0453644,8.60376e-10,0.0104578,nan,nan,0.00362915,1,6.951,0.005,7.02257,0.413572,0.413572,0.00368484,0,0.413588,0.00368544,0,0.413589,0.409908,0.00449461,0,0.409933,1,0
832,17.472,0.00236615,0.0454458,8.18184e-10,0.0104592,nan,nan,0.00363567,1,6.972,0.005,7.04335,0.413491,0.413491,0.00365359,0,0.413507,0.00365418,0,0.413507,0.409863,0.00446412,0,0.409887,1,0
833,17.493,0.00236568,0.0455198,7.94386e-10,0.0104602,nan,nan,0.00364159,1,6.993,0.005,7.06414,0.413415,0.413415,0.0036239,0,0.413431,0.00362449,0,0.413431,0.409821,0.00443417,0,0.409845,1,0
834,17.514,0.00236522,0.0455938,7.70588e-10,0.0104612,nan,nan,0.00364751,1,7.014,0.005,7.08493,0.41334,0.413339,0.00359422,0,0.413355,0.0035948,0,0.413355,0.409778,0.00440422,0,0.409802,1,0
835,17.535,0.00236475,0.0456678,7.4679e-10,0.0104623,nan,nan,0.00365343,1,7.035,0.005,7.10572,0.413264,0.413263,0.00356453,0,0.413279,0.00356511,0,0.413279,0.409736,0.00437426,0,0.409759,1,0
836,17.556,0.00236428,0.0457418,7.22991e-10,0.0104633,nan,nan,0.00365935,1,7.056,0.005,7.12651,0.413188,0.413188,0.00353485,0,0.413203,0.00353542,0,0.413203,0.409694,0.00434431,0,0.409717,1,0
837,17.577,0.00236381,0.0458158,6.99193e-10,0.0104644,nan,nan,0.00366527,1,7.077,0.005,7.1473,0.413112,0.413112,0.00350516,0,0.413127,0.00350573,0,0.413127,0.409652,0.00431436,0,0.409674,1,0
838,17.598,0.00236334,0.0458898,6.75395e-10,0.0104654,nan,nan,0.00367119,1,7.098,0.005,7.1681,0.413037,0.413036,0.00347548,0,0.413051,0.00347604,0,0.413051,0.409609,0.00428441,0,0.409632,1,0
839,17.619,0.00236287,0.0459638,6.51597e-10,0.0104664,nan,nan,0.00367711,1,7.119,0.005,7.18889,0.412961,0.41296,0.00344579,0,0.412975,0.00344635,0,0.412975,0.409567,0.00425445,0,0.409589,1,0
840,17.64,0.0023624,0.0460378,6.27799e-10,0.0104675,nan,nan,0.00368303,1,7.14,0.005,7.20969,0.412885,0.412885,0.00341611,0,0.412899,0.00341666,0,0.412899,0.409525,0.0042245,0,0.409546,1,0
841,17.661,0.00236193,0.0461118,6.04e-10,0.0104685,nan,nan,0.00368895,1,7.161,0.005,7.23049,0.412809,0.412809,0.00338642,0,0.412823,0.00338697,0,0.412823,0.409482,0.00419455,0,0.409504,1,0
842,17.682,0.00236147,0.0461858,5.80202e-10,0.0104696,nan,nan,0.00369487,1,7.182,0.005,7.25129,0.412734,0.412733,0.00335674,0,0.412747,0.00335728,0,0.412747,0.40944,0.00416459,0,0.409461,1,0
843,17.703,0.002361,0.0462598,5.56404e-10,0.0104706,nan,nan,0.00370079,1,7.203,0.005,7.27209,0.412658,0.412657,0.00332705,0,0.412671,0.00332759,0,0.412671,0.409398,0.00413464,0,0.409419,1,0
844,17.724,0.00236053,0.0463338,5.32606e-10,0.0104716,nan,nan,0.00370671,1,7.224,0.005,7.29289,0.412582,0.412582,0.00329737,0,0.412595,0.0032979,0,0.412595,0.409355,0.00410469,0,0.409376,1,0
845,17.745,0.00236006,0.0464078,5.08807e-10,0.0104727,nan,nan,0.00371263,1,7.245,0.005,7.31369,0.412506,0.412506,0.00326769,0,0.412519,0.00326821,0,0.412519,0.409313,0.00407474,0,0.409333,1,0
846,17.766,0.00235959,0.0464818,4.85009e-10,0.0104737,nan,nan,0.00371855,1,7.266,0.005,7.33449,0.412431,0.41243,0.003238,0,0.412443,0.00323852,0,0.412443,0.409271,0.00404478,0,0.409291,1,0
847,17.787,0.00235912,0.0465558,4.61211e-10,0.0104748,nan,nan,0.00372447,1,7.287,0.005,7.3553,0.412355,0.412354,0.00320832,0,0.412367,0.00320883,0,0.412367,0.409228,0.00401483,0,0.409248,1,0
848,17.808,0.00235865,0.0466299,4.37413e-10,0.0104758,nan,nan,0.00373039,1,7.308,0.005,7.3761,0.412279,0.412279,0.00317863,0,0.412291,0.00317914,0,0.412291,0.409186,0.00398488,0,0.409205,1,0
849,17.829,0.00235818,0.0467039,4.13614e-10,0.0104768,nan,nan,0.00373631,1,7.329,0.005,7.39691,0.412203,0.412203,0.00314895,0,0.412215,0.00314945,0,0.412215,0.409144,0.00395492,0,0.409163,1,0
850,17.85,0.00235772,0.0467779,3.89816e-10,0.0104779,nan,nan,0.00374223,1,7.35,0.005,7.41772,0.412128,0.412127,0.00311926,0,0.412139,0.00311976,0,0.412139,0.409101,0.00392497,0,0.40912,1,0
851,17.871,0.00235725,0.0468518,3.66018e-10,0.0104789,nan,nan,0.00374815,1,7.371,0.005,7.43853,0.412052,0.412051,0.00308958,0,0.412063,0.00309007,0,0.412063,0.409059,0.00389502,0,0.409078,1,0
852,17.892,0.00235678,0.0469259,3.4222e-10,0.01048,nan,nan,0.00375407,1,7.392,0.005,7.45934,0.411976,0.411976,0.00305989,0,0.411987,0.00306038,0,0.411987,0.409017,0.00386507,0,0.409035,1,0
853,17.913,0.00235631,0.0469999,3.18422e-10,0.010481,nan,nan,0.00375999,1,7.413,0.005,7.48015,0.4119,0.4119,0.00303021,0,0.411911,0.00303069,0,0.411912,0.408974,0.00383511,0,0.408992,1,0
854,17.934,0.00235584,0.0470739,2.94623e-10,0.010482,nan,nan,0.00376591,1,7.434,0.005,7.50096,0.411825,0.411824,0.00300052,0,0.411835,0.003001,0,0.411836,0.408932,0.00380516,0,0.40895,1,0
855,17.955,0.00235537,0.0471479,2.70825e-10,0.0104831,nan,nan,0.00377183,1,7.455,0.005,7.52177,0.411749,0.411748,0.00297084,0,0.411759,0.00297131,0,0.41176,0.40889,0.00377521,0,0.408907,1,0
856,17.976,0.0023549,0.0472219,2.47027e-10,0.0104841,nan,nan,0.00377775,1,7.476,0.005,7.54259,0.411673,0.411673,0.00294115,0,0.411683,0.00294162,0,0.411684,0.408848,0.00374526,0,0.408865,1,0
857,17.997,0.00235444,0.0472959,2.23229e-10,0.0104852,nan,nan,0.00378367,1,7.497,0.005,7.5634,0.411597,0.411597,0.00291147,0,0.411607,0.00291193,0,0.411608,0.408805,0.0037153,0,0.408822,1,0
858,18.018,0.00235397,0.0473699,1.9943e-10,0.0104862,nan,nan,0.00378959,1,7.518,0.005,7.58422,0.411522,0.411521,0.00288178,0,0.411531,0.00288224,0,0.411532,0.408763,0.00368535,0,0.408779,1,0
859,18.039,0.00235351,0.047441,1.77955e-10,0.0104872,nan,nan,0.00379528,1,7.539,0.005,7.60503,0.411448,0.411448,0.00285269,0,0.411458,0.00285314,0,0.411458,0.408722,0.00365563,0,0.408738,1,0
