# y+ ()       
# Time        	patch         	min           	max           	average       
30            	actuatorSlot_bottom	5.588925e-01	8.323080e-01	7.025389e-01
30.3          	bodyWall	7.680253e-02	2.913714e+00	9.950313e-01
30.3          	actuatorSlot_top	5.618647e-01	8.365461e-01	7.066820e-01
30.3          	actuatorSlot_bottom	5.622982e-01	8.368985e-01	7.070571e-01
30.6          	bodyWall	3.229046e-02	3.020640e+00	9.961425e-01
30.6          	actuatorSlot_top	5.649644e-01	8.406639e-01	7.108381e-01
30.6          	actuatorSlot_bottom	5.654132e-01	8.410365e-01	7.112319e-01
30.9          	bodyWall	6.687139e-02	3.051545e+00	1.002225e+00
30.9          	actuatorSlot_top	5.677934e-01	8.439852e-01	7.144571e-01
30.9          	actuatorSlot_bottom	5.682706e-01	8.443765e-01	7.148760e-01
31.2          	bodyWall	1.009468e-01	3.046519e+00	9.974103e-01
31.2          	actuatorSlot_top	5.693624e-01	8.460234e-01	7.167911e-01
31.2          	actuatorSlot_bottom	5.698740e-01	8.464412e-01	7.172446e-01
31.5          	bodyWall	6.540230e-02	2.984516e+00	1.007879e+00
31.5          	actuatorSlot_top	5.700241e-01	8.470335e-01	7.180878e-01
31.5          	actuatorSlot_bottom	5.705844e-01	8.474898e-01	7.185871e-01
31.8          	bodyWall	3.943998e-02	2.924306e+00	1.016821e+00
31.8          	actuatorSlot_top	5.688511e-01	8.464299e-01	7.175657e-01
31.8          	actuatorSlot_bottom	5.694465e-01	8.469108e-01	7.180985e-01
32.1          	bodyWall	6.765733e-02	2.881589e+00	1.013042e+00
32.1          	actuatorSlot_top	5.663989e-01	8.446911e-01	7.156990e-01
32.1          	actuatorSlot_bottom	5.670297e-01	8.452026e-01	7.162681e-01
32.4          	bodyWall	6.301289e-02	2.880238e+00	1.011364e+00
32.4          	actuatorSlot_top	5.624311e-01	8.417012e-01	7.123150e-01
32.4          	actuatorSlot_bottom	5.630788e-01	8.422226e-01	7.129020e-01
32.7          	bodyWall	1.261208e-02	2.880129e+00	1.006290e+00
32.7          	actuatorSlot_top	5.582935e-01	8.383744e-01	7.085576e-01
32.7          	actuatorSlot_bottom	5.589288e-01	8.389049e-01	7.091452e-01
33            	bodyWall	7.687587e-02	2.880506e+00	1.005904e+00
33            	actuatorSlot_top	5.555134e-01	8.359599e-01	7.058634e-01
33            	actuatorSlot_bottom	5.561056e-01	8.364608e-01	7.064167e-01
33.3          	bodyWall	7.181170e-02	2.880599e+00	1.010475e+00
33.3          	actuatorSlot_top	5.546054e-01	8.349820e-01	7.048394e-01
33.3          	actuatorSlot_bottom	5.551191e-01	8.354206e-01	7.053218e-01
33.6          	bodyWall	3.528087e-02	2.879983e+00	1.006512e+00
33.6          	actuatorSlot_top	5.549821e-01	8.351427e-01	7.051013e-01
33.6          	actuatorSlot_bottom	5.555004e-01	8.355749e-01	7.055816e-01
33.9          	bodyWall	3.665428e-02	2.878730e+00	1.005022e+00
33.9          	actuatorSlot_top	5.561129e-01	8.360127e-01	7.061628e-01
33.9          	actuatorSlot_bottom	5.566197e-01	8.364331e-01	7.066341e-01
34.2          	bodyWall	1.055229e-01	2.877307e+00	9.979354e-01
34.2          	actuatorSlot_top	5.568635e-01	8.367117e-01	7.070013e-01
34.2          	actuatorSlot_bottom	5.573399e-01	8.371060e-01	7.074479e-01
34.5          	bodyWall	6.154474e-02	2.876489e+00	9.864148e-01
34.5          	actuatorSlot_top	5.555850e-01	8.359189e-01	7.060787e-01
34.5          	actuatorSlot_bottom	5.561806e-01	8.363987e-01	7.066322e-01
34.8          	bodyWall	3.329852e-02	2.877394e+00	9.667947e-01
34.8          	actuatorSlot_top	5.515464e-01	8.329028e-01	7.025421e-01
34.8          	actuatorSlot_bottom	5.521121e-01	8.333823e-01	7.030948e-01
35.1          	bodyWall	5.999231e-02	2.879746e+00	9.439711e-01
35.1          	actuatorSlot_top	5.471772e-01	8.293097e-01	6.983926e-01
35.1          	actuatorSlot_bottom	5.476335e-01	8.297234e-01	6.988651e-01
35.4          	bodyWall	1.073912e-02	2.883460e+00	9.236072e-01
35.4          	actuatorSlot_top	5.422295e-01	8.249970e-01	6.934672e-01
35.4          	actuatorSlot_bottom	5.425858e-01	8.253622e-01	6.938766e-01
