# Force coefficients
# liftDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 1.000000e+00)
# magUInf     : 4.000000e-01
# lRef        : 1.000000e+00
# Aref        : 1.000000e-01
# CofR        : (5.000000e-01 0.000000e+00 5.000000e-02)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
12.3          	-4.552581e-04	7.310090e-01	-2.421094e-04	-5.763128e-04	3.342034e-04
12.6          	-4.960781e-04	7.205458e-01	-7.179047e-04	-8.550305e-04	1.371258e-04
12.9          	-4.000726e-04	7.546989e-01	-8.388269e-04	-8.194860e-04	-1.934091e-05
13.2          	6.147760e-04	7.983714e-01	5.695618e-04	8.995569e-04	-3.299951e-04
13.5          	-1.918629e-03	7.877914e-01	-2.140270e-03	-2.988764e-03	8.484941e-04
13.8          	-1.038510e-03	7.407952e-01	2.049768e-03	-1.362559e-05	2.063393e-03
14.1          	4.586661e-03	7.034538e-01	9.571698e-03	9.372509e-03	1.991882e-04
14.4          	-2.916308e-03	6.844656e-01	-5.228630e-03	-5.530623e-03	3.019928e-04
14.7          	6.563596e-04	6.894045e-01	1.163301e-03	1.238010e-03	-7.470927e-05
15            	1.465452e-03	7.466848e-01	-2.351245e-03	2.898290e-04	-2.641074e-03
15.3          	3.064286e-03	8.654238e-01	-1.496950e-03	2.315812e-03	-3.812761e-03
15.6          	5.250246e-03	1.032512e+00	-5.110329e-05	5.224695e-03	-5.275798e-03
15.9          	6.161945e-03	1.248762e+00	-8.549163e-06	6.157670e-03	-6.166219e-03
16.2          	4.505692e-03	1.355257e+00	-9.527629e-04	4.029311e-03	-4.982074e-03
16.5          	3.415380e-03	1.231743e+00	-5.271494e-03	7.796331e-04	-6.051127e-03
16.8          	6.237659e-03	9.950572e-01	1.121454e-03	6.798386e-03	-5.676932e-03
17.1          	9.431792e-03	8.012280e-01	1.275538e-02	1.580948e-02	-3.054101e-03
17.4          	8.528016e-03	6.795898e-01	2.287876e-02	1.996740e-02	2.911366e-03
17.7          	3.154381e-03	6.270672e-01	2.596981e-02	1.613929e-02	9.830524e-03
18            	1.519669e-04	6.352072e-01	2.203032e-02	1.116713e-02	1.086319e-02
18.3          	5.375564e-04	6.286608e-01	1.207186e-02	6.573487e-03	5.498374e-03
18.6          	1.183494e-04	6.125894e-01	6.741255e-03	3.488977e-03	3.252278e-03
18.9          	-2.100166e-03	6.300932e-01	-5.183222e-03	-4.691777e-03	-4.914452e-04
19.2          	-2.445410e-04	6.687187e-01	-3.501624e-03	-1.995353e-03	-1.506271e-03
19.5          	-8.554942e-04	7.044571e-01	-7.653623e-04	-1.238175e-03	4.728131e-04
19.8          	-1.383924e-03	7.207837e-01	1.157710e-02	4.404623e-03	7.172472e-03
20.1          	-5.191527e-03	7.067016e-01	1.575929e-02	2.688117e-03	1.307117e-02
20.4          	-6.470509e-03	6.786727e-01	1.328510e-02	1.720421e-04	1.311306e-02
20.7          	-6.465878e-03	6.652133e-01	-6.611391e-03	-9.771573e-03	3.160182e-03
21            	8.656942e-03	7.161375e-01	-1.352215e-02	1.895867e-03	-1.541802e-02
21.3          	2.156668e-02	8.437157e-01	-6.426337e-03	1.835351e-02	-2.477985e-02
21.6          	3.755002e-02	1.016005e+00	4.114563e-03	3.960730e-02	-3.549274e-02
21.9          	4.498993e-02	1.201773e+00	6.752548e-03	4.836620e-02	-4.161365e-02
22.2          	2.187403e-02	1.279173e+00	-2.109707e-02	1.132550e-02	-3.242256e-02
22.5          	1.197394e-02	1.163432e+00	-4.031038e-02	-8.181247e-03	-3.212913e-02
22.8          	1.555628e-02	9.835058e-01	-4.901338e-02	-8.950411e-03	-4.006297e-02
23.1          	3.418801e-02	8.456617e-01	-3.959482e-02	1.439059e-02	-5.398542e-02
23.4          	5.838921e-02	7.546290e-01	-1.563281e-02	5.057280e-02	-6.620561e-02
23.7          	9.056199e-02	7.195287e-01	3.465878e-02	1.078914e-01	-7.323259e-02
24            	1.182749e-01	7.387870e-01	1.062909e-01	1.714204e-01	-6.512951e-02
24.3          	1.213176e-01	7.178310e-01	1.723558e-01	2.074955e-01	-3.513975e-02
24.6          	1.006045e-01	6.507000e-01	1.929536e-01	1.970813e-01	-4.127679e-03
24.9          	7.338371e-02	6.338365e-01	1.709253e-01	1.588464e-01	1.207893e-02
25.2          	5.612261e-02	6.647064e-01	1.379812e-01	1.251132e-01	1.286800e-02
25.5          	4.570150e-02	7.020944e-01	9.925560e-02	9.532930e-02	3.926299e-03
25.8          	4.201358e-02	7.302596e-01	7.434206e-02	7.918461e-02	-4.842551e-03
26.1          	3.566520e-02	7.449087e-01	5.411092e-02	6.272066e-02	-8.609739e-03
26.4          	3.686551e-02	7.324389e-01	6.333002e-02	6.853052e-02	-5.200504e-03
26.7          	3.266071e-02	6.967663e-01	9.146748e-02	7.839445e-02	1.307303e-02
27            	1.892113e-02	6.716880e-01	9.376930e-02	6.580578e-02	2.796352e-02
27.3          	4.106439e-02	6.878519e-01	1.118220e-01	9.697538e-02	1.484659e-02
27.6          	9.454121e-02	7.345600e-01	1.936609e-01	1.913717e-01	2.289262e-03
27.9          	1.644613e-01	8.133613e-01	2.552913e-01	2.921070e-01	-3.681568e-02
28.2          	2.345708e-01	9.608746e-01	2.701147e-01	3.696282e-01	-9.951348e-02
28.5          	2.107869e-01	1.133348e+00	2.146440e-01	3.181089e-01	-1.034649e-01
28.8          	9.248073e-02	1.222341e+00	1.085894e-01	1.467754e-01	-3.818605e-02
29.1          	1.554259e-02	1.165356e+00	5.448570e-02	4.278544e-02	1.170026e-02
29.4          	2.321162e-03	1.030684e+00	4.117165e-02	2.290699e-02	1.826466e-02
29.7          	2.009990e-02	9.262234e-01	3.143478e-02	3.581729e-02	-4.382512e-03
30            	3.783066e-02	8.651209e-01	3.110335e-02	5.338233e-02	-2.227899e-02
30.3          	4.066535e-02	8.169400e-01	3.243660e-02	5.688365e-02	-2.444705e-02
30.6          	3.657302e-02	7.818296e-01	2.697158e-02	5.005881e-02	-2.308723e-02
30.9          	3.253336e-02	7.480559e-01	4.443638e-02	5.475155e-02	-1.031517e-02
31.2          	2.588140e-02	7.292563e-01	8.630609e-02	6.903444e-02	1.727165e-02
31.5          	-4.609849e-03	7.176282e-01	9.610155e-02	4.344092e-02	5.266062e-02
31.8          	-3.672410e-02	6.968082e-01	6.549917e-02	-3.974517e-03	6.947369e-02
32.1          	-5.590015e-02	6.743820e-01	-2.391291e-02	-6.785660e-02	4.394369e-02
32.4          	-6.564479e-02	6.541625e-01	-1.126011e-01	-1.219454e-01	9.344233e-03
32.7          	-7.608111e-02	6.390598e-01	-1.703235e-01	-1.612429e-01	-9.080650e-03
33            	-8.482435e-02	6.265671e-01	-2.030194e-01	-1.863341e-01	-1.668537e-02
33.3          	-1.149589e-01	6.150163e-01	-2.620187e-01	-2.459682e-01	-1.605048e-02
33.6          	-1.709398e-01	6.241799e-01	-3.460540e-01	-3.439668e-01	-2.087177e-03
33.9          	-2.547154e-01	6.343879e-01	-4.311573e-01	-4.702940e-01	3.913677e-02
34.2          	-3.792956e-01	6.663127e-01	-5.378452e-01	-6.482182e-01	1.103730e-01
34.5          	-5.493485e-01	7.477302e-01	-6.655284e-01	-8.821127e-01	2.165843e-01
34.8          	-6.656699e-01	8.471930e-01	-7.643673e-01	-1.047854e+00	2.834863e-01
35.1          	-6.179889e-01	8.940681e-01	-6.833939e-01	-9.596858e-01	2.762919e-01
35.4          	-4.199232e-01	9.102108e-01	-4.488938e-01	-6.443702e-01	1.954763e-01
35.7          	-1.972442e-01	9.656908e-01	-1.892145e-01	-2.918515e-01	1.026369e-01
36            	-7.040798e-02	9.892479e-01	-3.648023e-02	-8.864810e-02	5.216786e-02
36.3          	-8.871974e-02	8.896720e-01	-1.272960e-02	-9.508454e-02	8.235494e-02
36.6          	-9.990618e-02	8.003217e-01	-2.753788e-02	-1.136751e-01	8.613724e-02
36.9          	-3.510850e-02	7.914872e-01	-7.968801e-03	-3.909290e-02	3.112410e-02
37.2          	-2.160509e-02	7.682095e-01	1.911561e-03	-2.064931e-02	2.256087e-02
37.5          	-2.963115e-02	7.519614e-01	1.996766e-03	-2.863277e-02	3.062953e-02
37.8          	-2.209241e-02	7.497337e-01	-4.920014e-03	-2.455242e-02	1.963240e-02
38.1          	-9.381635e-03	7.455451e-01	-8.861144e-03	-1.381221e-02	4.951063e-03
38.4          	2.720621e-02	7.558923e-01	-3.224676e-03	2.559387e-02	-2.881855e-02
38.7          	1.182132e-01	7.890567e-01	5.784298e-02	1.471347e-01	-8.929170e-02
39            	2.832865e-01	8.519406e-01	2.102193e-01	3.883962e-01	-1.781769e-01
39.3          	5.026358e-01	9.335197e-01	4.029367e-01	7.041042e-01	-3.011675e-01
39.6          	7.264622e-01	1.002434e+00	5.814923e-01	1.017208e+00	-4.357161e-01
39.9          	8.846174e-01	1.005290e+00	7.543620e-01	1.261798e+00	-5.074364e-01
40.2          	9.370793e-01	9.819291e-01	8.500981e-01	1.362128e+00	-5.120302e-01
40.5          	8.804239e-01	9.495938e-01	8.489609e-01	1.304904e+00	-4.559435e-01
40.8          	7.452046e-01	9.460160e-01	7.931404e-01	1.141775e+00	-3.486345e-01
41.1          	5.629997e-01	9.667588e-01	6.668806e-01	8.964400e-01	-2.295594e-01
41.4          	4.014860e-01	9.843317e-01	5.511649e-01	6.770684e-01	-1.259035e-01
41.7          	3.391571e-01	9.743914e-01	5.305256e-01	6.044199e-01	-7.389430e-02
42            	3.722502e-01	8.969310e-01	5.828018e-01	6.636511e-01	-8.084933e-02
42.3          	4.027726e-01	8.204954e-01	6.213014e-01	7.134233e-01	-9.212185e-02
42.6          	3.679269e-01	7.863030e-01	5.950815e-01	6.654677e-01	-7.038618e-02
42.9          	3.362084e-01	7.822751e-01	5.530127e-01	6.127148e-01	-5.970203e-02
43.2          	3.283029e-01	7.748500e-01	5.686472e-01	6.126265e-01	-4.397929e-02
43.5          	3.089357e-01	7.660799e-01	5.755907e-01	5.967310e-01	-2.114031e-02
43.8          	2.839463e-01	7.585436e-01	5.496049e-01	5.587487e-01	-9.143832e-03
44.1          	2.666536e-01	7.460921e-01	5.278123e-01	5.305597e-01	-2.747475e-03
44.4          	2.531991e-01	7.454402e-01	5.127424e-01	5.095703e-01	3.172087e-03
44.7          	2.641153e-01	7.586992e-01	5.185702e-01	5.234004e-01	-4.830160e-03
45            	2.941672e-01	7.724520e-01	5.276052e-01	5.579698e-01	-3.036463e-02
45.3          	3.486006e-01	8.076184e-01	5.585570e-01	6.278791e-01	-6.932206e-02
45.6          	3.997856e-01	8.756194e-01	6.092000e-01	7.043856e-01	-9.518560e-02
45.9          	4.318486e-01	9.464704e-01	6.208194e-01	7.422582e-01	-1.214389e-01
46.2          	3.962899e-01	1.064801e+00	5.860650e-01	6.893224e-01	-1.032574e-01
46.5          	3.101065e-01	1.146008e+00	4.675359e-01	5.438744e-01	-7.633854e-02
46.8          	2.032173e-01	1.123620e+00	3.768928e-01	3.916637e-01	-1.477085e-02
47.1          	1.591121e-01	1.025662e+00	3.871757e-01	3.527000e-01	3.447569e-02
47.4          	1.909696e-01	9.067652e-01	4.571484e-01	4.195438e-01	3.760466e-02
47.7          	2.017508e-01	8.609575e-01	4.747266e-01	4.391141e-01	3.561248e-02
48            	1.836695e-01	8.389800e-01	4.438275e-01	4.055833e-01	3.824424e-02
48.3          	1.625328e-01	8.148220e-01	4.059286e-01	3.654971e-01	4.043147e-02
48.6          	1.340798e-01	8.089563e-01	3.741984e-01	3.211790e-01	5.301934e-02
48.9          	1.088965e-01	8.055113e-01	3.315973e-01	2.746952e-01	5.690210e-02
49.2          	7.856931e-02	7.839785e-01	3.237160e-01	2.404273e-01	8.328868e-02
49.5          	4.410399e-02	7.770881e-01	3.069083e-01	1.975582e-01	1.093502e-01
49.8          	2.483863e-02	7.834302e-01	2.531543e-01	1.514158e-01	1.017385e-01
50.1          	3.190815e-02	7.851949e-01	1.893031e-01	1.265597e-01	6.274339e-02
50.4          	5.108795e-02	7.930413e-01	1.229395e-01	1.125577e-01	1.038181e-02
50.7          	9.113942e-02	8.206363e-01	8.217792e-02	1.322284e-01	-5.005046e-02
51            	1.700823e-01	8.720386e-01	5.752065e-02	1.988427e-01	-1.413220e-01
51.3          	2.581146e-01	9.483104e-01	7.965988e-02	2.979446e-01	-2.182847e-01
51.6          	3.006059e-01	1.035726e+00	1.529307e-01	3.770713e-01	-2.241406e-01
51.9          	2.350651e-01	1.065371e+00	1.971634e-01	3.336468e-01	-1.364834e-01
52.2          	8.286763e-02	1.063264e+00	1.061130e-01	1.359241e-01	-2.981113e-02
52.5          	-6.166894e-02	1.042490e+00	-2.027678e-02	-7.180733e-02	5.153054e-02
52.8          	-1.020393e-01	9.904421e-01	-4.914501e-02	-1.266118e-01	7.746678e-02
53.1          	-6.295734e-02	9.220441e-01	-2.063762e-02	-7.327615e-02	5.263854e-02
53.4          	-2.711714e-02	8.876710e-01	1.582143e-02	-1.920643e-02	3.502786e-02
53.7          	3.517745e-03	8.938036e-01	1.864558e-02	1.284054e-02	5.805045e-03
54            	2.730124e-02	8.845687e-01	7.187548e-03	3.089502e-02	-2.370747e-02
54.3          	5.470689e-02	8.722183e-01	3.925718e-02	7.433548e-02	-3.507829e-02
54.6          	7.818810e-02	8.601729e-01	1.184615e-01	1.374189e-01	-1.895733e-02
54.9          	9.179372e-02	8.493804e-01	1.773739e-01	1.804807e-01	-3.106758e-03
55.2          	1.014463e-01	8.313627e-01	2.215497e-01	2.122212e-01	9.328529e-03
55.5          	1.088745e-01	8.321808e-01	2.297942e-01	2.237716e-01	6.022601e-03
55.8          	1.059830e-01	8.311776e-01	2.405414e-01	2.262537e-01	1.428773e-02
56.1          	1.060908e-01	8.326304e-01	2.442065e-01	2.281941e-01	1.601241e-02
56.4          	1.221019e-01	8.436753e-01	2.551162e-01	2.496600e-01	5.456139e-03
56.7          	2.011173e-01	8.779382e-01	3.217342e-01	3.619844e-01	-4.025024e-02
57            	3.652144e-01	9.311275e-01	4.779837e-01	6.042063e-01	-1.262226e-01
57.3          	5.965098e-01	9.955275e-01	7.455638e-01	9.692917e-01	-2.237279e-01
57.6          	7.662201e-01	1.021718e+00	1.025177e+00	1.278808e+00	-2.536316e-01
57.9          	8.114981e-01	9.621377e-01	1.165863e+00	1.394429e+00	-2.285667e-01
58.2          	7.944714e-01	8.687351e-01	1.121642e+00	1.355292e+00	-2.336505e-01
58.5          	7.588369e-01	8.059253e-01	1.024725e+00	1.271200e+00	-2.464743e-01
58.8          	7.499128e-01	7.866963e-01	9.324876e-01	1.216157e+00	-2.836689e-01
59.1          	7.684414e-01	8.005031e-01	8.906198e-01	1.213751e+00	-3.231316e-01
59.4          	7.988796e-01	8.365876e-01	8.986990e-01	1.248229e+00	-3.495301e-01
59.7          	8.419300e-01	9.013983e-01	9.411403e-01	1.312500e+00	-3.713599e-01
60            	8.905511e-01	9.205201e-01	9.835624e-01	1.382332e+00	-3.987699e-01
60.3          	9.567390e-01	9.183151e-01	1.028806e+00	1.471142e+00	-4.423360e-01
60.6          	1.004305e+00	9.084146e-01	1.138578e+00	1.573594e+00	-4.350164e-01
60.9          	1.023408e+00	8.833937e-01	1.220510e+00	1.633663e+00	-4.131532e-01
61.2          	1.011571e+00	8.787793e-01	1.216018e+00	1.619580e+00	-4.035623e-01
61.5          	9.597687e-01	8.802411e-01	1.176290e+00	1.547914e+00	-3.716238e-01
61.8          	8.724841e-01	9.077302e-01	1.058744e+00	1.401856e+00	-3.431119e-01
62.1          	7.489801e-01	9.585091e-01	8.914460e-01	1.194703e+00	-3.032571e-01
62.4          	5.846349e-01	1.030396e+00	6.907007e-01	9.299853e-01	-2.392845e-01
62.7          	4.159863e-01	1.132661e+00	4.963822e-01	6.641774e-01	-1.677952e-01
63            	2.529608e-01	1.261003e+00	3.039563e-01	4.049389e-01	-1.009826e-01
63.3          	1.409311e-01	1.380209e+00	1.821342e-01	2.319982e-01	-4.986401e-02
63.6          	1.381153e-01	1.348322e+00	1.232082e-01	1.997194e-01	-7.651116e-02
63.9          	1.397597e-01	1.216487e+00	1.472638e-01	2.133916e-01	-6.612779e-02
64.2          	3.680627e-02	1.074592e+00	9.575095e-02	8.468174e-02	1.106921e-02
64.5          	-4.986720e-02	9.599839e-01	5.578654e-02	-2.197392e-02	7.776047e-02
64.8          	-9.038729e-02	9.042536e-01	5.297380e-02	-6.390039e-02	1.168742e-01
65.1          	-1.618469e-01	8.966257e-01	-1.833279e-02	-1.710133e-01	1.526805e-01
65.4          	-2.427179e-01	9.319532e-01	-1.422634e-01	-3.138496e-01	1.715862e-01
65.7          	-2.873508e-01	9.706405e-01	-2.618966e-01	-4.182991e-01	1.564026e-01
66            	-3.099055e-01	9.807629e-01	-3.355766e-01	-4.776938e-01	1.421172e-01
66.3          	-3.207915e-01	9.809136e-01	-3.852198e-01	-5.134014e-01	1.281816e-01
66.6          	-3.124718e-01	9.961393e-01	-3.917361e-01	-5.083399e-01	1.166038e-01
66.9          	-2.981755e-01	9.981561e-01	-4.014635e-01	-4.989073e-01	9.744376e-02
67.2          	-2.784513e-01	9.688432e-01	-4.101007e-01	-4.835017e-01	7.340096e-02
67.5          	-2.792334e-01	9.330545e-01	-4.223280e-01	-4.903973e-01	6.806939e-02
67.8          	-2.821028e-01	9.145488e-01	-4.178936e-01	-4.910496e-01	7.315603e-02
68.1          	-2.839405e-01	9.135487e-01	-4.240106e-01	-4.959458e-01	7.193520e-02
68.4          	-2.627694e-01	9.463391e-01	-4.010307e-01	-4.632848e-01	6.225412e-02
68.7          	-1.886564e-01	1.041655e+00	-3.359905e-01	-3.566517e-01	2.066112e-02
69            	-6.845126e-02	1.196104e+00	-2.380743e-01	-1.874884e-01	-5.058588e-02
69.3          	7.227219e-02	1.373170e+00	-1.056021e-01	1.947115e-02	-1.250732e-01
69.6          	7.007333e-02	1.436192e+00	-9.010953e-02	2.501857e-02	-1.151281e-01
69.9          	-4.961127e-02	1.334557e+00	-2.288721e-01	-1.640473e-01	-6.482480e-02
70.2          	-1.616382e-01	1.168505e+00	-3.763460e-01	-3.498111e-01	-2.653483e-02
70.5          	-1.620393e-01	9.975286e-01	-4.225405e-01	-3.733096e-01	-4.923098e-02
70.8          	-1.088772e-01	8.884428e-01	-3.359613e-01	-2.768578e-01	-5.910351e-02
71.1          	-4.537250e-02	8.437386e-01	-2.216363e-01	-1.561907e-01	-6.544567e-02
71.4          	-2.968928e-03	8.553790e-01	-1.552404e-01	-8.058911e-02	-7.465126e-02
71.7          	4.388113e-02	9.024328e-01	-8.049583e-02	3.633210e-03	-8.412904e-02
72            	8.135366e-02	9.300763e-01	-2.587180e-03	8.006007e-02	-8.264725e-02
72.3          	1.125174e-01	9.447193e-01	7.383570e-02	1.494352e-01	-7.559954e-02
72.6          	1.334517e-01	9.622699e-01	1.143216e-01	1.906126e-01	-7.629092e-02
72.9          	1.429962e-01	9.608591e-01	1.958057e-01	2.408991e-01	-4.509338e-02
73.2          	1.403872e-01	9.400219e-01	2.166270e-01	2.487007e-01	-3.207370e-02
73.5          	1.471605e-01	9.218003e-01	1.982146e-01	2.462678e-01	-4.805325e-02
73.8          	1.708742e-01	9.171578e-01	2.117282e-01	2.767383e-01	-6.501010e-02
74.1          	2.211277e-01	9.275808e-01	2.373192e-01	3.397874e-01	-1.024681e-01
74.4          	2.952993e-01	9.682466e-01	3.410684e-01	4.658335e-01	-1.247651e-01
74.7          	3.860792e-01	1.057945e+00	4.841655e-01	6.281620e-01	-1.439965e-01
75            	4.569025e-01	1.182115e+00	6.356065e-01	7.747057e-01	-1.390993e-01
75.3          	4.701670e-01	1.308980e+00	7.957252e-01	8.680296e-01	-7.230436e-02
75.6          	4.436894e-01	1.351753e+00	9.012079e-01	8.942933e-01	6.914606e-03
75.9          	4.146189e-01	1.295778e+00	9.534497e-01	8.913438e-01	6.210591e-02
76.2          	3.956653e-01	1.184974e+00	9.612423e-01	8.762864e-01	8.495584e-02
76.5          	3.650163e-01	1.079653e+00	8.811230e-01	8.055779e-01	7.554518e-02
76.8          	3.152185e-01	1.008400e+00	7.414655e-01	6.859512e-01	5.551428e-02
77.1          	2.668293e-01	9.831194e-01	6.129895e-01	5.733240e-01	3.966551e-02
77.4          	2.315778e-01	1.006464e+00	5.125693e-01	4.878624e-01	2.470686e-02
77.7          	1.997055e-01	1.023227e+00	4.522215e-01	4.258162e-01	2.640530e-02
78            	1.713999e-01	1.022627e+00	4.208151e-01	3.818074e-01	3.900765e-02
78.3          	1.447050e-01	1.009234e+00	3.918129e-01	3.406114e-01	5.120150e-02
78.6          	1.250284e-01	1.008853e+00	4.462067e-01	3.481318e-01	9.807493e-02
78.9          	7.268897e-02	9.996929e-01	4.393300e-01	2.923540e-01	1.469760e-01
79.2          	4.477874e-02	9.891550e-01	3.888577e-01	2.392076e-01	1.496501e-01
79.5          	2.760174e-02	9.774958e-01	3.099212e-01	1.825624e-01	1.273589e-01
79.8          	1.713583e-02	9.617512e-01	2.229430e-01	1.286074e-01	9.433569e-02
80.1          	-2.821158e-03	9.501996e-01	1.377495e-01	6.605358e-02	7.169590e-02
80.4          	-7.052735e-02	9.654749e-01	3.619198e-02	-5.243136e-02	8.862334e-02
80.7          	-1.956759e-01	1.035120e+00	-1.132639e-01	-2.523078e-01	1.390440e-01
81            	-3.443872e-01	1.157376e+00	-2.814133e-01	-4.850939e-01	2.036806e-01
81.3          	-4.999321e-01	1.322780e+00	-4.380693e-01	-7.189667e-01	2.808974e-01
81.6          	-5.462838e-01	1.403810e+00	-5.606782e-01	-8.266228e-01	2.659447e-01
81.9          	-4.968142e-01	1.337756e+00	-6.045436e-01	-7.990860e-01	1.945424e-01
82.2          	-5.104455e-01	1.166875e+00	-6.803817e-01	-8.506364e-01	1.702547e-01
82.5          	-5.024726e-01	1.013673e+00	-7.350271e-01	-8.699862e-01	1.349590e-01
82.8          	-4.297574e-01	9.632241e-01	-7.222129e-01	-7.908638e-01	6.865090e-02
83.1          	-3.536136e-01	9.728062e-01	-6.776693e-01	-6.924482e-01	1.477895e-02
83.4          	-3.143835e-01	1.028073e+00	-6.098216e-01	-6.192944e-01	9.472721e-03
83.7          	-2.899705e-01	1.064802e+00	-5.533162e-01	-5.666286e-01	1.331241e-02
84            	-2.515749e-01	1.068407e+00	-5.002832e-01	-5.017165e-01	1.433250e-03
84.3          	-2.061331e-01	1.078975e+00	-4.367417e-01	-4.245039e-01	-1.223778e-02
84.6          	-1.704370e-01	1.098898e+00	-3.825731e-01	-3.617235e-01	-2.084958e-02
84.9          	-1.353798e-01	1.116990e+00	-3.233884e-01	-2.970740e-01	-2.631439e-02
85.2          	-9.281505e-02	1.126574e+00	-2.452956e-01	-2.154629e-01	-2.983277e-02
85.5          	-6.252078e-02	1.111740e+00	-1.655363e-01	-1.452889e-01	-2.024736e-02
85.8          	-4.286930e-02	1.071914e+00	-9.386219e-02	-8.980039e-02	-4.061799e-03
86.1          	-7.205905e-03	1.037300e+00	-3.594669e-02	-2.517925e-02	-1.076744e-02
86.4          	8.474105e-02	1.057526e+00	3.677616e-02	1.031291e-01	-6.635297e-02
86.7          	2.157629e-01	1.156706e+00	1.715228e-01	3.015243e-01	-1.300015e-01
87            	3.478708e-01	1.306646e+00	3.385212e-01	5.171314e-01	-1.786102e-01
87.3          	4.506576e-01	1.431189e+00	4.782571e-01	6.897862e-01	-2.115291e-01
